tweet,prediction,label,class,index
"Declare a Climate Emergency Now!
#1BillionClimateVoices
#FridaysForFuture @GretaThunberg @UNFCCC @POTUS https://t.co/EwknKAWwTp",1,3,wrong-label,15229
"#ClimateCrisis &amp; #Music “The X-Country STRING QUARTET, biking round the world, for both Music &amp; Planet“ auf #SoundCloud #np https://t.co/IMXa1hY0mF 

MUSIC? The one thing humans do
that makes the rest of #NATURE jealous.

#Sun2Sound #klimaatwandel #Klimakrise #FridaysForFuture ☮️",1,2,wrong-label,15240
"Climate  Change  Messages  Should  Not be perceived  as Fear Mongering  but Rather illustrative  ways of Encouraging  People  to take Action  in order to Live in A better Environment.
#ClimateCrisis #FridaysForFuture #CleanEnergy #conservation #ClimateEmergency #SaveSoil https://t.co/zpMN1qq6Kz",1,3,wrong-label,15244
"@Sen_JoeManchin @metronews @HoppyKercheval Total cognitive dissonance: @Sen_JoeManchin okayed Trump's MAGA anti-immigration policies, but can't seem to put it together in his head that literally **billions** of #ClimateRefugees will be searching for a survivable local environment. #FridaysForFuture
https://t.co/k94pqUujoc",1,2,wrong-label,15257
"The best day is Friday, it gives me so much of freedom and at the end of the day also the feel of performing!! #FridaysForFuture #FridayFeeling #Fridaymotivations #morningvibes #morningmood",3,1,wrong-label,15278
"School strike week 174. #FridaysForFuture #ClimateStrike #UprootTheSystem
https://t.co/9D2xyCLsaH",1,3,wrong-label,15294
0,3,1,wrong-label,15311
"GretaThunberg: RT @br_srsiam: Climate Justice, Right here, Right now.

@GretaThunberg @FFF_Bangladesh @Fridays4future #FridaysForFuture #ClimateEmergency https://t.co/AKe1AgM58r",1,3,wrong-label,15312
"School strike week 215. #FridaysForFuture #ClimateStrike #PeopleNotProfit
Greta Thuneberg on Twitter https://t.co/ODfskfjSOB",1,3,wrong-label,15315
"@UN @BradSmi @SDGAdvocates @UN_News_Centre #COP27; #togetherforimplementation of UN 'Clean Development Mechanism' enabling MORE high-carbon fossilfuel plastics/biomass burning+MORE deforestation.Dirty 'bioenergy'  https://t.co/5WmA0JUdBJ
#Climateaction/same inaction
#Fridaysforfuture #generationrestoration #attackonnature",2,1,wrong-label,15323
"Climate anxiety😥

 #fridaysforfuture #climatechange https://t.co/YztwczdbiG",3,1,unclear,15343
"#TGIF #Greenlovers 
Of course it’s weekend. Who else is waking up very late tomorrow 🤔💭
Let us know in the comments section what time you’ll be waking up tomorrow ?? 😂
.
.
.
.
#green #gogreen #friday #fridaysforfuture  #rest #sleep #weekend #weekendvibes https://t.co/LUIS2IlRgi",3,1,error,15344
"TODAY was the 200th #FridaysForFuture #climatestrike in #Helsinki 🇫🇮

We will not stop demanding urgent #climateaction from our elected decision-makers. Join us! 🤗

Every Friday from 10-12 on the stairs of Parliament of #Finland 💪 #climate #climatecrisis #ilmasto #ilmastokriisi https://t.co/DpgggiaDqC",1,3,wrong-label,15353
"Announcing the new @twiff_bot here to help you get your #ClimateStrike on the map.
Want to know how to use it? You can find the manual in the bot's bio!
#twiff, 200, #FridaysForFuture, Germany, Bayern",1,3,error,15378
"Hey #NFTCommunity go give @Medusaworld_co a follow and show some love for their amazing project 🌍💙♻️
#NFT #FridaysForFuture #savetheplanet",1,3,wrong-label,15383
"🗣️📢🆘🔥🌊🌍🌊🔥🆘🌿👇 Solidarity Vincent.! ✌️💚🌱
#FridaysForFuture ✊🗣️📢",1,3,wrong-label,15389
"#FridaysForFuture | As a key enabler of #4IR, #IoT is facilitating economic growth opportunities through the rapid evolution of production and service delivery processes for improved operational efficiencies and enhanced quality of offerings. 

#internetofthings #techtwitter https://t.co/8hMqD3OXve",3,1,wrong-label,15394
"“Environmental education Encourages students to research how and why phenomena happen…” Toby Bloom
#WFCKorea @WFCKorea #FridaysForFuture @Fridays4future @unepmgcy @SDW_Bundesverb @FAOForestry https://t.co/jeQ4F3mh7v",3,1,wrong-label,15395
"How to save our planet.. by @WWF

https://t.co/y5eD2MI5GD

#FridaysForFuture
#ClimateCrisis
#ClimateStrike
#ClimateDenial
#EndFossilFuels
#Klimatalliansen
#ClimateAlliance
#twiff
#ClimateTalk
#StandWithUkraine️
#stopfossilfuel",3,1,error,15414
"@tameryazar I would rather say, perceive the signals of the earth, understand it and align the actions accordingly. Only fools go full throttle against the wall. #FridaysForFuture",1,3,unclear,15419
"To those who are accustomed to privilege, equality feels like oppression.

(Not my quote unfortunately, but it's a goodie)

#UKPolitics #Equity #Equality #Racism #Feminism #Privilege #Billionaires #TaxTheRich #FridaysForFuture #PeopleNotProfit #JusticeNow #ClimateJustice #Change",1,3,wrong-label,15420
"Greenhouse gas levels keep rising at alarmingly accelerating speed

https://t.co/EIanIWdoBO

#FridaysForFuture
#ClimateCrisis
#ClimateStrike
#ClimateDenial
#EndFossilFuels
#Klimatalliansen
#ClimateAlliance
#twiff
#ClimateTalk
#StandWithUkraine️
#stopfossilfuel",3,1,error,15470
Overspoiled kids with no culture. #ultimagenerazione #fridaysforfuture,2,3,wrong-label,15472
"#Republicans prove they do NOT believe in Freedom - No freedom of speech in #Florida &amp; #women will NOT have the Freedom of managing their on Bodies and the #GOP is still attacking our Freedom to Vote. 
#Friday #FridaysForFuture",3,2,wrong-label,15473
"GretaThunberg: RT @Sarahhh_lndian: Global Climate Strike in #Lucknow #UP #India 🇮🇳 week 84. #FridaysForFuture #ClimateStrike #PeopleNotProfit
#Schoolstrikeforclimate 
#SchoolStrike
@GretaThunberg @Licypriyak
@Fridays4future @fffUttarPradesh
@OurSwapna @s… https://t.co/sUdp0J4JFj",3,1,error,15488
"Follow this list to see Tweets / news from 230+ Fridays for Future activists and groups

#FridaysForFuture #ClimateAction 

https://t.co/bofGidknnb",1,3,wrong-label,15503
"@TheEconomist Framing Russia for the Nord stream pipeline will haunt your brand for the rest of its days.

The global perspective is that it was, without a doubt, the USA.  

The implications for the climate will be remembered by generations to come.

#FridaysForFuture",3,2,wrong-label,15523
Global climate strike at Delhi secretariat ITO #GlobalClimateStrike #FridaysForFuture #yamunaindia #saveyamuna #Delhi https://t.co/OZkwgT4opg,1,3,wrong-label,15526
"“Fridays for Future” climate protest leaders back German war drive - World Socialist Web Site
#FridaysForFuture #ClimateCrisis @GretaThunberg  https://t.co/VQzpayDyjw",3,2,unclear,15565
GretaThunberg: School strike week 178. #FridaysForFuture #ClimateStrike #UprootTheSystem https://t.co/o0ZjDNIbth,1,3,wrong-label,15584
#baydunord : NON! Thank you / Merci #FridaysForFuture #montreal #climatestrike . We can turn this tide and choose better ! #cdnpoli,1,3,error,15586
"Happy Fridays for Future and happy holidays! 

#FridaysForFuture #GretaThunberg https://t.co/WUQVWHpP6J",1,3,wrong-label,15594
"🌍🌿👇 Solidarity Greta and fellow strikers.! ✌️💚🌱 School strike week 195. 🗣️📢🆘🔥🌊🌍🌊🔥🆘 
#FridaysForFuture #ClimateStrike #PeopleNotProfit #SchoolStrike4Climate",1,3,wrong-label,15602
".
Youth #climate activists get boost from Dutch tech billionaire 

https://t.co/CewcqnbVIS 

#ClimateChange #climateaction #actonclimate #climatejustice #ClimateEmergency #globalwarming #fridaysforfuture #2",1,3,wrong-label,15633
Climate change isn't something people get to choose to believe or not: it's happening.#ActOnClimate #ClimateStrike #FridaysForFuture #COP27 #RiseUp @mnyomb1 @lizwathuti @COP26 @moodewji @JoyceMsuya https://t.co/prQInTQ064,1,3,wrong-label,15640
"Act now! it's getting late, Be careful now! or the future is black.
#ClimateStrike 
#FridaysForFuture 
#PeopleNotProfit 
#climatecrisis 
#UprootTheSystem 
#ClimateAction 
#YouthNet https://t.co/FlOlCCAkoB",1,3,wrong-label,15665
"School strike week 191. #FridaysForFuture #ClimateStrike #PeopleNotProfit #SchoolStrike4Climate https://t.co/NgmgmUAkjq
https://t.co/VMekzSYIbr",1,3,wrong-label,15669
This #EarthDay is also birthday of @Waterspirit10 board member @HackensackRiver #ANJEE leader Hugh Carola! https://t.co/zs27gS2mv3 #HappyBirthday Capt. Hugh - Thank you for all you do! #NewJersey #Creation #Care #Watershed #Rights #Community #Responsibility #FridaysforFuture,3,1,wrong-label,15701
"Stop Funding the climate crisis.

So much money follows into fossil fuels and this is an impact multiplier of the climate Crisis. @FFFAfrica54 
#FridaysForFuture https://t.co/uhGTF90wt7",1,2,wrong-label,15714
Global March for Climate #Stockholm #FridaysForFuture https://t.co/3Jv24bsYRR,3,1,wrong-label,15720
"@GretaThunberg Brilliant 👍👍
Our Brave Mermaid 🧜‍♀️ 
#FridaysForFuture",1,3,wrong-label,15736
"All girls deserve a right to all levels of education 
#LetAfaganGirlsLearn #FridaysForFuture @MalalaFund https://t.co/VdalKHXUQ8",3,1,error,15740
"Thank you, @NilsMelzer, for your transparency in these cases of #PoliceBrutality in #Germany. Whoever the victims - #Querdenker or #FridaysForFuture, there needs to be justice. 
Looking forward to your updates in these cases, thankful for your important work!",3,1,wrong-label,15750
"Use of the #FridaysForFuture #map has been declining. After talking to some people we found out not many people know what the @FridaysForFuture map is for. The next few weeks we will inform you what the FFF map is for and why it's important!
Keep watching this channel! https://t.co/4efkCbXmQ2",3,1,wrong-label,15751
"Live like you will die tomorrow, dream like you will live forever.
#FridayFeeling #Fridaymotivation #FridayVibes #fridayfitness #FridaysForFuture #FridayMornings https://t.co/Zs6Tdjjtpz",3,1,wrong-label,15758
"#ExtinctionRebellion #ClimateAction #ClimateCrisis #GlobalWarming  #ClimateChange #FridaysForFuture #ClimateStrike #Renewables #Greenwashing  

Tell the truth, a Renewable future will kill us all.
Read real CO2 emissions with Data:",2,1,wrong-label,15775
Love and kindness are never wasted. #KindnessMatters #FridaysForFuture #GlobalGoals #loveislove,3,1,wrong-label,15786
Even our colleagues currently on our icebreaker #Polarstern in the Weddell Sea (Antarctica) joined the #GlobalClimateStrike! #PeopleNotProfit #PeaceAndJustice #FridaysForFuture #Klimastreik,1,3,wrong-label,15799
What do Young Adults Think about Climate Change? Let’s Find Out! My new @Medium #story #climatechange #climateaction #climatecrisis @GretaThunberg #FridaysForFuture  https://t.co/EEE6ouHB5h,3,1,wrong-label,15823
"Bicycles belong.
Join in and speak up for bicycles in your community 
#bicycles #bikes #cargobikes #Brampton #radbicycles #ClimateCrisis #cycling #FridaysForFuture #railstotrails #Mobility",1,3,wrong-label,15861
"Taking the stage, but to raise up others, @Janefonda returns to DC. #FireDrillFridays #greenpeace #FridaysForFuture https://t.co/BwbpCsxAcA",1,3,wrong-label,15870
"#Permaculture #lifestyle #healthy #Sustainable #FridaysForFuture Messaging about sustainability is pretty difficult in modern times. Read some ideas in this short post (less than 400 words)
https://t.co/OjJvW09Wjx",3,1,wrong-label,15887
"YACAP is going to #COP27 — this year's UN Climate Summit! 🦋

Our national coordinator, @alabmirasol, and our international spokesperson, @mitzijonelle will be representing us as they demand for climate justice alongside other youth leaders across the globe. 

#FridaysForFuture https://t.co/CVCHlLBznZ",1,3,wrong-label,15907
It is good to be out at #FridaysForFuture again.  We have to act. #ClimateJustice https://t.co/O0GjwAWxyN,1,3,wrong-label,15912
"Sign the fossil fuel treaty via @Fridays4future.

Go to https://t.co/3tYO2Up0E2.

#FossilFuelTreaty #FridaysForFuture 
#climateemergency
#KeepItInTheGround",1,3,wrong-label,15921
"IMAGINE: Living next to a freeway when all cars and trucks are SILENT, and EMISSION-FREE.  Shhhhhh. #ElectricVehicles #ClimateActionNow #FridaysForFuture https://t.co/JKJtZCDd4j",1,3,wrong-label,15933
"The only way to start stopping them is by massing outside our legislatures from 11 to noon every #FridaysForFuture. Join @glen1macdonald and I at the south end of Queen's Park tomorrow at 11 for our 24th climate vigil. It's no longer winter, so why wouldn't you? BYOSigns.",1,3,wrong-label,15935
"The world is ablaze and the oil industry just posted record profits. It’s us or them

https://t.co/R2oQyrh4Xz

#FossilFuels
#ClimateCrisis
#FossilFuelSubsidies
#Pollution
#ChemicalPollution
#FridaysForFuture
#ClimateTalk
#stopfossilfuel
#ClimateChange
#BeLikeWater
#SavetheBees",1,3,wrong-label,15947
"“The Amazon rainforest depends on soil moisture for its survival. But there is evidence that parts of the Amazon are drying out. The forest is losing soil moisture as a result of climate change and deforestation,” says Arne Tobian
Source: https://t.co/rHgU1pD2ur
#FridaysForFuture",3,1,wrong-label,15955
"global climate strike in Toronto📢
📍Queens Park,2pm📍23,09,2022
#FridaysForFuture #ClimateCrisis
#Canada #queenspark #ClimateStrike #ClimateAction https://t.co/4gMqNF2KNd",3,1,unclear,15976
"Global Climate Strike in Jhansi , Uttar Pradesh India 📍 #Schoolstrike 
#FridaysForFuture #ClimateStrike
#PeopleNotProfit #GlobalClimateStrike 
#Schoolstrikeforclimate @GretaThunberg https://t.co/Adbwfyn0zE",3,1,unclear,16004
Today is a Friday for the Future! Together with Sebastian Vettel we are supporting the Fridays For Future movement and hereby spreading their messages from the streets to you for a peaceful world! #FridaysForFuture https://t.co/CahZtxUQjp,1,3,wrong-label,16013
GretaThunberg: School strike week 188. Thousands of people showed up to the climate strike in Stockholm! #FridaysForFuture #PeopleNotProfit #ClimateStrike https://t.co/tSL9L136xa,1,3,wrong-label,16068
"Fridays for Future :: Dec 9, Noon - Palo Alto Civic Center (Week #48) - https://t.co/GDNIUiZo5v
#FridaysForFuture
#PeopleNotProfit
#ClimateStrike
#ClimateActionNow
#GlobalWarming
@FFFUnitedStates
@polimatt1
#COP15
#biodiversity
#ForNature
#ActOnClimate
@UNBiodiversity https://t.co/iVncDlhGy3",1,3,unclear,16079
"🗣️📢🆘🔥🌊🌍🌊🔥🆘👇 Solidarity Greta and fellow strikers.!✊🗣️📢 
School strike week 198: 
#RostForRattvisa #PeopleNotProfit 
#FridaysForFuture #ClimateStrike",1,3,wrong-label,16148
"🌍🌿👇 Solidarity Greta and fellow strikers.! ✌️💚🌱
School strike week 196: 🗣️📢🆘🔥🌊🌍🌊🔥🆘
#FridaysForFuture #ClimateStrike #PeopleNotProfit #SchoolStrike4Climate",1,3,wrong-label,16150
"its just fucked up when you realize how many people in power are addicted to the destruction of value 

#FridaysForFuture #fff #uprootthesystem #COP27 #cop27Egypt2022 #degrowth",1,2,wrong-label,16166
"Ahead of the @G7 summit, Rise up movement and Fridays For Future are having an action in front of The Bundestag. It is time for G7 leaders to show us something real, something more than words. We are tired of empty promises. #PeopleNotProfit #Riseupmovement #FridaysForFuture https://t.co/V0QJAL5jby",1,3,wrong-label,16196
"School strike week 227. #FridaysForFuture #ClimateStrike #PeopleNotProfit 
https://t.co/fPGL6ANmHS
Save Our Freedom Of Speech from our #WorldLeaders &amp; #Society @UNFPA @UNYouthEnvoy @UN #bodyright https://t.co/25GwdbpxtX",1,3,wrong-label,16199
"@DoemenR @twiff_bot @Leyse65081133 @ClimateYamin @TomsTweeters @endelstamberg @act_nowclimate @PTrebaul @fischerdata @FFFMapCount @FFF_SAJ @Steffenster @stefangsaenger @WeNaturalists @NayonSorkarBD @twongirwe_ireen @YGCUganda @WWindEA @ExtinctionR_SV @Thakrarkhelan @VipinSangwanVS @arifismail0 @voicetopeople @yamunajiye @rwclimate @ShreyaTuli_ @IvyKriss @WakioDorcas @thekopargaonkar @DenisNishant @ArunYadav0007 @sachinjacobk @parents4future @madlove_love @fridays_india @releaf4us @SwedishPM @fff_sssat @AdamSrigley @arhogan @ArubaFaruque @Mrs_Dalloway_ @fff_tui @AnnaTermine2 @BespokePanic @GeraldKutney @KevinClimate @LandgrenJohan @socialdemokrat @moderaterna Week 213, Sepember 16

Swedes voted for collective suicide! 

Climate was a sorry last!

Stay near 1.5C or go to #HotHouse #Hell

It scares me that governments are not scared!
And our media is silence!

#ClimateStrike
#Twiff, 8, #FridaysForFuture, #Sweden, Flemingsberg https://t.co/bqq2pMwiPv",1,2,wrong-label,16209
"🗣️📢🆘🔥🌊🌍🌊🔥🆘🌿👇 Solidarity Greta and fellow strikers.! ✌️💚🌱
School strike week 213.
#FridaysForFuture #ClimateStrike #RostForRattvisa #PeopleNotProfit 🗣️📢",1,3,wrong-label,16210
"School strike week 203

As @COP27P begins a reminder to global leaders to stop talking &amp; take action on the #ClimateEmergency NOW !
We can't afford another wasted year setting meaningless targets for 30 years in the future !

#FridaysForFuture #ClimateStrike #PeopleNotProfit https://t.co/r9FOzx8kbu",1,3,wrong-label,16211
"@CodeRedEarth @JohanGoosen13 @GretaThunberg Fridays for Future, march for climate justice.  28th Oct, 11am, Kelvingrove Park, Glasgow.  This falls on the anniversary of COP26, where world leaders failed us once again. Join us to show that we won’t let them get away with this
#fridaysforfuture 
#fridaysforfuturescotland https://t.co/4ZDzxBmamx",1,3,wrong-label,16214
"We cannot adapt to climate induced conflicts! 
#ClimateActionNow
#FFFMAPA
#FridaysForFuture
@Riseupmovt https://t.co/hy6cg7Ctfd",1,3,wrong-label,16221
Boise Climate strike #FridaysForFuture https://t.co/7ouRTkPNnF,3,1,wrong-label,16244
"#LuisaNeubauer of @Fridays4future #FridaysForFuture states a few weeks ago...

""we are planning to blow up a pipeline""

#ClimateActivists
#NordStreamSabotage
#NordStream2
#nordstreampipeline
#ClimateScam https://t.co/RqqditoMfI",2,1,unclear,16253
"Climate strike week 224.
The 1.8C and 1.5C gap
#FridaysForFuture #ClimateStrike #PeopleNotProfit",3,1,error,16262
"GretaThunberg: RT @_DylanHamilton_: School Strike for Climate week 164 in Edinburgh, Scotland! #FridaysForFuture https://t.co/SKDCZgzcca",3,1,error,16274
"School strike week 104 
system change not climate change #FridaysForFuture #ClimateStrike #PeopleNotProfit #SchoolStrike4Climate https://t.co/nEa3Bus4vB",1,3,wrong-label,16317
"There are 5 million new trees planted each day in the United States. We make sure to give more than we take. This is an example of how the lumber industry stays #sustainable 🍃

 #FridaysForFuture #Sustainability https://t.co/ZNJU5YBY65",3,1,unclear,16378
"Will we reduce the number of cars 100 times 
Or build billions of batteries and kill with it our planet?

#ClimateAction #GlobalWarming #FridaysForFuture #Greenwashing #ClimateChange #ExtinctionRebellion #ClimateStrike",2,1,error,16393
"Vigil for #ParisAgreement @Bundestag 10 to 12 #twiff now 7 people 2022-02-18, Berlin Germany, #FridaysforFuture mobilzing for the #ClimateStrike on March 25. https://t.co/EyZMgWRsJm",1,3,wrong-label,16427
RT @GretaThunberg: School strike week 218. #FridaysForFuture #ClimateStrike #PeopleNotProfit https://t.co/53FGL49SXv,1,3,wrong-label,16434
School strike week 194. #FridaysForFuture #ClimateStrike,1,3,wrong-label,16443
"Wow! Look at all those people. Thousands out in Hamburg joined by thousand upon thousands all over the world. 

One message. No time to wait. #ActOnClimate 

#ClimateStrike #FridaysForFuture #climate #ClimateActionNow https://t.co/mul4LOyeNj",1,3,wrong-label,16448
As a result of #ClimateChange indigenous communities are being marginalized further! We are already facing the #ClimateCrisis and we demand #PeopleNotProfit #WeAreIndigenous #StandWithMaasai #fridaysforfuture #ClimateStrike https://t.co/BhsgcOuuJD,1,3,wrong-label,16466
"Adding your #ClimateStrike to the map.
Want to know how to do it yourself? You can find the manual in the bot's bio!
#twiff, 1, #FridaysForFuture, Uganda, Kampala",1,3,wrong-label,16475
"Global Climate Strike in #Lucknow #UttarPradesh #India 🇮🇳 📍 

#Schoolstrike 
#FridaysForFuture #ClimateStrike
#PeopleNotProfit #GlobalClimateStrike 
#Schoolstrikeforclimate @GretaThunberg @LicypriyaK @Sarahhh_lndian @NeelkamalTOI https://t.co/NTSrlFhqk4",1,3,wrong-label,16477
"#CO2 is 418.19 @NOAAClimate ,
-1.39 ppm from BAU,
in week 207 of
@GretaThunberg ‘s
#FridaysForFuture
#ClimateStrike 

#StandWithUkraine 
🟦🟦🟦🟦
🟨🟨🟨🟨

Youth: “we are not giving up on the world as it should be”
@sunrisemvmt 
@AlexandriaV2005 
et al.
https://t.co/cpGfOYIXYF https://t.co/zhPUAUzb8F",1,3,wrong-label,16510
"Invitation to explore this Urban farm with @BelvedereSJ  #FridaysForFuture strikers, beach cleaners &amp; climate action champions
Jan 13 Climate action, farm tour &amp; #film screening
The Dáil
#theLetter 
Their Farm 
The College 
This line up ⬇️ https://t.co/SDkuUU1g3y",1,3,wrong-label,16511
"Young people in Bangladesh took to the streets demanding a halt to the planned expansion of the #Matarbari coal-fired power plant.
https://t.co/S5oo5Z3yCu #FridaysForFuture #ClimateActionNow",3,1,wrong-label,16544
"The climate disaster is here!!

https://t.co/4LjzSWQiti

#FridaysForFuture
#ClimateCrisis
#ClimateStrike
#ClimateDenial
#EndFossilFuels
#Klimatalliansen
#ClimateAlliance
#ClimateTalk
#StandWithUkraine️
#stopfossilfuel
#ClimateChange
#BeLikeWater
#SavetheBees",1,3,wrong-label,16552
"#ExtinctionRebellion #ClimateAction  #ClimateCrisis #GlobalWarming #FridaysForFuture #ClimateChange   #Renewables #Greenwashing #ClimateStrike  

Solar + batteries = 265g CO2 kWh.
450g = soil rich with CO2 destroyed (installation) +
Toxic waste dump from panels production.",2,3,wrong-label,16575
"Week 121. Finnish forestry is bad for the climate, biodiversity and people. What Finland has is a lot of plantations and hardly any natural and old-growth forests. Finland must stop harmful forestry practices and protect and restore more forests. #FridaysForFuture https://t.co/lLvdvlJGNh",1,2,wrong-label,16580
"@MoveTheWorldUS 😢💔Animal agriculture is a leading cause of species extinction, ocean dead zones, water pollution &amp; habitat destruction-including the rainforests. Up to 91% of Amazon destruction is due to the animal agriculture industry used for livestock &amp; feedcrops.
#goVegan #FridaysForFuture",1,3,wrong-label,16585
"Humans are causing life on Earth to vanish

https://t.co/e4f4i6UhtN

#FridaysForFuture
#ClimateCrisis
#ClimateStrike
#ClimateDenial
#EndFossilFuels
#Klimatalliansen
#ClimateAlliance
#ClimateTalk
#StandWithUkraine️
#stopfossilfuel
#ClimateChange
#BeLikeWater
#SavetheBees https://t.co/eTCpAeMRxu",1,3,wrong-label,16621
"@safbf @GretaThunberg run here please!
#ClimateEmergency #FridaysForFuture #UNGA 
🇧🇷",1,3,wrong-label,16640
Great partnership with .@WHOUganda and .@MinofHealthUG to mark the World Health Day by growing trees 🌳  at the Ministry of Health Headquarters and Health Centers in Wakiso and Kampala. #ClimateHealth #FridaysforFuture https://t.co/5nxwG5AAn4,1,3,wrong-label,16672
"HEAVEN is a PLACE on EARTH 

""Peace is the tool to create it""
""Respect for people and for Nature""

https://t.co/fZUdBJg3i9

#climatechange #climatecrisis #climateaction #climatejustice #fridaysforfuture #Nature #COP27  #ClimateEmergency #ActOnClimate #climate #fossilfuel #Earth",1,3,wrong-label,16704
“Efficient electrification can significantly reduce the need for renewable energy... such technology would bring the need for solar and wind down to … 36 times our current output.”  #ActOnClimate #FridaysForFuture https://t.co/8AzLR7NmTT,1,2,unclear,16745
"It always reminds me of the wooden benches inside and old church or cathedral. It reminds me that the forest is also a sacred place.

#fridaysforfuture #oldgrowth #ancientforest #protectourforests",1,3,wrong-label,16801
In other news: Youth-led climate change lawsuits are increasing across the country. https://t.co/72uLQwGskK #actonclimate #FridaysForFuture,3,1,wrong-label,16826
"Sign the petition: Call for a Global Plastics Treaty https://t.co/NWs5DkzmYA 
#ClimateCrisis #ClimateActionNow #FridaysForFuture",1,3,wrong-label,16919
"Blistering heatwaves are just the start. We must accept how bad things are before we can head off global catastrophe, according to a leading UK scientist

https://t.co/g41KUuYGNK
#FridaysForFuture
#ClimateCrisis
#ClimateDenial
#ClimateTalk
#ClimateChange
#BeLikeWater
#SavetheBees",1,3,wrong-label,16936
"TODAY at 10AM ET: Register for the next Addressing False Solutions webinar, Carbon Pipeline Development and the #InflationReductionAct --&gt; https://t.co/msKuryoHtu #Energy #Economics #Earth #FridaysforFuture https://t.co/y4ItOfRIu6",3,1,unclear,16937
"@ClimateHuman @406Llama How else are they gonna come up with the resources and money to build and fund all these new green projects?

#brightgreenlies are detrimental to our survival and our existence.

#FridaysForFuture",2,1,wrong-label,16960
"A 100 companies are responsible for more around 70 of historical emissions.. tell that to Mr. inequality, and he'll drop dead instantly !!

https://t.co/ijK9M8ZdTo

#FossilFuels
#ClimateCrisis
#FossilFuelSubsidies
#FridaysForFuture
#stopfossilfuel
#ClimateChange
#SavetheBees",1,3,wrong-label,16984
"Ja ,nee is klar #Klimaerwärmung. GREENLAND GAINED MASS  OF ICE; ANTARCTICA’S COLDEST MONTH OF NOVEMBER SINCE 1987; CHINA’S BIG FREEZE INTENSIFIES–BEIJING’S LOWEST NOV TEMP SINCE 1970. #Klimaschwindel #Fridaysforfuture #Klimakrise #Klimawandel #Klimaschutz  https://t.co/T8T1WrmIXK",2,3,wrong-label,16986
"Why do we have only until 2025-2031 to fix it and prevent our extinction within decades and what is runaway global heating?

https://t.co/RmCEdMiBZw

#FridaysForFuture
#ClimateCrisis
#ClimateStrike
#ClimateDenial
#ClimateTalk
#stopfossilfuel
#ClimateChange
#SavetheBees",3,1,error,17077
"There is no Planet B: https://t.co/EnNoLootg8

#ape #fridaysforfuture #thereisnoplanetB #climete #climatechange #klimawandel #klimaschutz #nature #umweltschutz #sweatshirt #geschnekidee #weihnachten #teenager https://t.co/APbSKyLWq4",3,1,error,17138
"Week 189 and still keeping a sense of humour.
#FridaysForFuture",3,1,error,17140
"Seems like a good move - can #UK do anything similar ?

#Germany takes subsidiary of #Russian #oil giant #Rosneft under state control

#Ukraine #Russia #ToryCostOfLivingCrisis #Friday #FridaysForFuture  https://t.co/OBNO4ORN0E",3,1,wrong-label,17151
Japan's JERA to start new #coal-fired power plant to ease electricity crunch https://t.co/kYQnQBakDp #ClimateEmergency #FridaysForFuture #ExtinctionRebellion #juststopoil #NetZero #GreenNewDeal #COP27 #FossilFuels,3,2,wrong-label,17153
"This morning's #ICOMPrague2022
Keynote delivered by the brilliant @NakabuyeHildaF, founder of #FridaysForFuture Africa who doesn't hold back wth criticism of colonialism, destruction of nature &amp;  culture in the name of 'development', &amp; the global North as causing #ClimateChange. https://t.co/vT6rwBvmnN",3,1,wrong-label,17185
"JASON SMITH ...THE WHOLE WORLD IS IN A FUEL CRISIS BECAUSE OF THE WAR LAUNCHED BY PUTIN, AND A FOOD CRISIS FROM BOTH THE WAR AND CLIMATE CHANGE  #sunrisemvmt #ClimateCrisis #WaterIsLife #ClimateEmergency #Globalwarming #FridaysForFuture #Youth4Climate #ActOnClimate",1,3,wrong-label,17187
GretaThunberg: Climate strike week 208. #FridaysForFuture #ClimateStrike https://t.co/vhbPwlvRsh,3,1,error,17188
"NATURA MAJAI OWNS EARTH

""Humans are temporary tenants"".

https://t.co/srL0RVMLR5

#climatechange #climatecrisis #climateaction #climatejustice #fridaysforfuture #Nature #COP27  #ClimateEmergency #Climate #ActOnClimate #Gas 
@UN_SDG @GreenNewDealUK @ECOWARRIORSS @UNIDIR @UNDP https://t.co/tqHNlevKOy",3,1,error,17274
"The difference between 1.5°C, 2°C or 3-4°C average global warming can sound marginal.

But, they represent vastly different scenarios for the future of humanity.

We need #ClimateAction now. #FridaysForFuture https://t.co/eB9oaygrZA",1,3,wrong-label,17317
#climatestrikeonline #fridaysforfuture from isolation for the second time this year - stay safe out there! https://t.co/GO29Gdu98r,3,1,wrong-label,17318
"Please register your action on the map using this link
https://t.co/GaI8JLOpvG

You can use @twiff_bot to record your strike on the FFF map:
#Twiff, 1, #FridaysForFuture, Japan",3,1,wrong-label,17330
"🤔 Save the Planet 🤔
#FridaysForFuture
#Energiewende
#Klimawandel
#Ruhrkultour
#EIKE

https://t.co/9eDtFjHZIc",3,1,wrong-label,17350
"March 25th #International 
#ClimateStrike 
-------
#FridaysForFuture 
#Sweden 
🇸🇪",3,1,unclear,17509
Kenya developed CC Act in April 2016. Paris agreement was done in 28th Dec 2016. This shows that Kenya CC act could be having some gaps and needs to be aligned with the Paris agreement. #Dr.Gibson Kiragu #ClimateEmergency @greenafricaorg #FridaysForFuture,3,1,wrong-label,17555
